Sim Time,X Pos,Y Pos,Z Pos,Phi,Theta,Psi,Height Setpoint,Phi Setpoint,Theta Setpoint,Heading Setpoint
0.01,0,0,4.24997e-07,0,0,0,4,0,0,25
0.02,0,0,1.24799e-06,0,0,0,4,0,0,25
0.03,0,0,2.64801e-06,0,0,0,4,0,0,25
0.04,0,0,4.76664e-06,0,0,0,4,0,0,25
0.05,0,0,7.74649e-06,0,0,0,4,0,0,25
0.06,0,0,1.17301e-05,0,0,0,4,0,0,25
0.07,0,0,1.686e-05,0,0,0,4,0,0,25
0.08,0,0,2.32785e-05,0,0,0,4,0,0,25
0.09,0,0,3.11279e-05,0,0,0,4,0,0,25
0.1,0,0,4.01755e-05,0,0,0,4,0,0,25
0.11,0,0,5.05404e-05,0,0,0,4,0,0,25
0.12,0,0,6.22082e-05,0,0,0,4,0,0,25
0.13,0,0,7.51766e-05,0,0,0,4,0,0,25
0.14,0,0,8.94454e-05,0,0,0,4,0,0,25
0.15,0,0,0.000105015,0,0,0,4,0,0,25
0.16,0,0,0.000121884,0,0,0,4,0,0,25
0.17,0,0,0.000140055,0,0,0,4,0,0,25
0.18,0,0,0.000159525,0,0,0,4,0,0,25
0.19,0,0,0.000180297,0,0,0,4,0,0,25
0.2,0,0,0.000202368,0,0,0,4,0,0,25
0.21,0,0,0.000225741,0,0,0,4,0,0,25
0.22,0,0,0.000250413,0,0,0,4,0,0,25
0.23,0,0,0.000276386,0,0,0,4,0,0,25
0.24,0,0,0.00030366,0,0,0,4,0,0,25
0.25,0,0,0.000332234,0,0,0,4,0,0,25
0.26,0,0,0.000362109,0,0,0,4,0,0,25
0.27,0,0,0.000393284,0,0,0,4,0,0,25
0.28,0,0,0.000425759,0,0,0,4,0,0,25
0.29,0,0,0.000459535,0,0,0,4,0,0,25
0.3,0,0,0.000494612,0,0,0,4,0,0,25
0.31,0,0,0.000530989,0,0,0,4,0,0,25
0.32,0,0,0.000568666,0,0,0,4,0,0,25
0.33,0,0,0.000607644,0,0,0,4,0,0,25
0.34,0,0,0.000647923,0,0,0,4,0,0,25
0.35,0,0,0.000689502,0,0,0,4,0,0,25
0.36,0,0,0.000732381,0,0,0,4,0,0,25
0.37,0,0,0.000776561,0,0,0,4,0,0,25
0.38,0,0,0.000822041,0,0,0,4,0,0,25
0.39,0,0,0.000868822,0,0,0,4,0,0,25
0.4,0,0,0.000916904,0,0,0,4,0,0,25
0.41,0,0,0.000966286,0,0,0,4,0,0,25
0.42,0,0,0.00101697,0,0,0,4,0,0,25
0.43,0,0,0.00106895,0,0,0,4,0,0,25
0.44,0,0,0.00112223,0,0,0,4,0,0,25
0.45,0,0,0.00117682,0,0,0,4,0,0,25
0.46,0,0,0.0012327,0,0,0,4,0,0,25
0.47,0,0,0.00128989,0,0,0,4,0,0,25
0.48,0,0,0.00134837,0,0,0,4,0,0,25
0.49,0,0,0.00140816,0,0,0,4,0,0,25
0.5,0,0,0.00146924,0,0,0,4,0,0,25
0.51,0,0,0.00153163,0,0,0,4,0,0,25
0.52,0,0,0.00159532,0,0,0,4,0,0,25
0.53,0,0,0.00166031,0,0,0,4,0,0,25
0.54,0,0,0.00172659,0,0,0,4,0,0,25
0.55,0,0,0.00179418,0,0,0,4,0,0,25
0.56,0,0,0.00186307,0,0,0,4,0,0,25
0.57,0,0,0.00193326,0,0,0,4,0,0,25
0.58,0,0,0.00200475,0,0,0,4,0,0,25
0.59,0,0,0.00207754,0,0,0,4,0,0,25
0.6,0,0,0.00215163,0,0,0,4,0,0,25
0.61,0,0,0.00222702,0,0,0,4,0,0,25
0.62,0,0,0.00230372,0,0,0,4,0,0,25
0.63,0,0,0.00238171,0,0,0,4,0,0,25
0.64,0,0,0.002461,0,0,0,4,0,0,25
0.65,0,0,0.00254159,0,0,0,4,0,0,25
0.66,0,0,0.00262349,0,0,0,4,0,0,25
0.67,0,0,0.00270668,0,0,0,4,0,0,25
0.68,0,0,0.00279118,0,0,0,4,0,0,25
0.69,0,0,0.00287697,0,0,0,4,0,0,25
0.7,0,0,0.00296407,0,0,0,4,0,0,25
0.71,0,0,0.00305246,0,0,0,4,0,0,25
0.72,0,0,0.00314216,0,0,0,4,0,0,25
0.73,0,0,0.00323316,0,0,0,4,0,0,25
0.74,0,0,0.00332546,0,0,0,4,0,0,25
0.75,0,0,0.00341905,0,0,0,4,0,0,25
0.76,0,0,0.00351395,0,0,0,4,0,0,25
0.77,0,0,0.00361015,0,0,0,4,0,0,25
0.78,0,0,0.00370765,0,0,0,4,0,0,25
0.79,0,0,0.00380645,0,0,0,4,0,0,25
0.8,0,0,0.00390655,0,0,0,4,0,0,25
0.81,0,0,0.00400795,0,0,0,4,0,0,25
0.82,0,0,0.00411066,0,0,0,4,0,0,25
0.83,0,0,0.00421466,0,0,0,4,0,0,25
0.84,0,0,0.00431996,0,0,0,4,0,0,25
0.85,0,0,0.00442656,0,0,0,4,0,0,25
0.86,0,0,0.00453447,0,0,0,4,0,0,25
0.87,0,0,0.00464367,0,0,0,4,0,0,25
0.88,0,0,0.00475418,0,0,0,4,0,0,25
0.89,0,0,0.00486598,0,0,0,4,0,0,25
0.9,0,0,0.00497909,0,0,0,4,0,0,25
0.91,0,0,0.00509349,0,0,0,4,0,0,25
0.92,0,0,0.0052092,0,0,0,4,0,0,25
0.93,0,0,0.00532621,0,0,0,4,0,0,25
0.94,0,0,0.00544451,0,0,0,4,0,0,25
0.95,0,0,0.00556412,0,0,0,4,0,0,25
0.96,0,0,0.00568503,0,0,0,4,0,0,25
0.97,0,0,0.00580724,0,0,0,4,0,0,25
0.98,0,0,0.00593075,0,0,0,4,0,0,25
0.99,0,0,0.00605556,0,0,0,4,0,0,25
1,0,0,0.00618167,0,0,0,4,0,0,25
1.01,0,0,0.00630908,0,0,0,4,0,0,25
1.02,0,0,0.00643779,0,0,0,4,0,0,25
1.03,0,0,0.0065678,0,0,0,4,0,0,25
1.04,0,0,0.00669911,0,0,0,4,0,0,25
1.05,0,0,0.00683173,0,0,0,4,0,0,25
1.06,0,0,0.00696564,0,0,0,4,0,0,25
1.07,0,0,0.00710085,0,0,0,4,0,0,25
1.08,0,0,0.00723737,0,0,0,4,0,0,25
1.09,0,0,0.00737518,0,0,0,4,0,0,25
1.1,0,0,0.0075143,0,0,0,4,0,0,25
1.11,0,0,0.00765471,0,0,0,4,0,0,25
1.12,0,0,0.00779643,0,0,0,4,0,0,25
1.13,0,0,0.00793944,0,0,0,4,0,0,25
1.14,0,0,0.00808376,0,0,0,4,0,0,25
1.15,0,0,0.00822938,0,0,0,4,0,0,25
1.16,0,0,0.0083763,0,0,0,4,0,0,25
1.17,0,0,0.00852452,0,0,0,4,0,0,25
1.18,0,0,0.00867403,0,0,0,4,0,0,25
1.19,0,0,0.00882485,0,0,0,4,0,0,25
1.2,0,0,0.00897697,0,0,0,4,0,0,25
1.21,0,0,0.00913039,0,0,0,4,0,0,25
1.22,0,0,0.00928512,0,0,0,4,0,0,25
1.23,0,0,0.00944114,0,0,0,4,0,0,25
1.24,0,0,0.00959846,0,0,0,4,0,0,25
1.25,0,0,0.00975708,0,0,0,4,0,0,25
1.26,0,0,0.009917,0,0,0,4,0,0,25
1.27,0,0,0.0100782,0,0,0,4,0,0,25
1.28,0,0,0.0102408,0,0,0,4,0,0,25
1.29,0,0,0.0104046,0,0,0,4,0,0,25
1.3,0,0,0.0105697,0,0,0,4,0,0,25
1.31,0,0,0.0107361,0,0,0,4,0,0,25
1.32,0,0,0.0109039,0,0,0,4,0,0,25
1.33,0,0,0.0110729,0,0,0,4,0,0,25
1.34,0,0,0.0112432,0,0,0,4,0,0,25
1.35,0,0,0.0114148,0,0,0,4,0,0,25
1.36,0,0,0.0115878,0,0,0,4,0,0,25
1.37,0,0,0.011762,0,0,0,4,0,0,25
1.38,0,0,0.0119375,0,0,0,4,0,0,25
1.39,0,0,0.0121143,0,0,0,4,0,0,25
1.4,0,0,0.0122925,0,0,0,4,0,0,25
1.41,0,0,0.0124719,0,0,0,4,0,0,25
1.42,0,0,0.0126526,0,0,0,4,0,0,25
1.43,0,0,0.0128347,0,0,0,4,0,0,25
1.44,0,0,0.013018,0,0,0,4,0,0,25
1.45,0,0,0.0132026,0,0,0,4,0,0,25
1.46,0,0,0.0133886,0,0,0,4,0,0,25
1.47,0,0,0.0135758,0,0,0,4,0,0,25
1.48,0,0,0.0137643,0,0,0,4,0,0,25
1.49,0,0,0.0139542,0,0,0,4,0,0,25
1.5,0,0,0.0141453,0,0,0,4,0,0,25
1.51,0,0,0.0143377,0,0,0,4,0,0,25
1.52,0,0,0.0145315,0,0,0,4,0,0,25
1.53,0,0,0.0147265,0,0,0,4,0,0,25
1.54,0,0,0.0149228,0,0,0,4,0,0,25
1.55,0,0,0.0151205,0,0,0,4,0,0,25
1.56,0,0,0.0153194,0,0,0,4,0,0,25
1.57,0,0,0.0155197,0,0,0,4,0,0,25
1.58,0,0,0.0157212,0,0,0,4,0,0,25
1.59,0,0,0.015924,0,0,0,4,0,0,25
1.6,0,0,0.0161282,0,0,0,4,0,0,25
1.61,0,0,0.0163336,0,0,0,4,0,0,25
1.62,0,0,0.0165403,0,0,0,4,0,0,25
1.63,0,0,0.0167484,0,0,0,4,0,0,25
1.64,0,0,0.0169577,0,0,0,4,0,0,25
1.65,0,0,0.0171684,0,0,0,4,0,0,25
1.66,0,0,0.0173803,0,0,0,4,0,0,25
1.67,0,0,0.0175936,0,0,0,4,0,0,25
1.68,0,0,0.0178081,0,0,0,4,0,0,25
1.69,0,0,0.0180239,0,0,0,4,0,0,25
1.7,0,0,0.0182411,0,0,0,4,0,0,25
1.71,0,0,0.0184595,0,0,0,4,0,0,25
1.72,0,0,0.0186793,0,0,0,4,0,0,25
1.73,0,0,0.0189003,0,0,0,4,0,0,25
1.74,0,0,0.0191227,0,0,0,4,0,0,25
1.75,0,0,0.0193463,0,0,0,4,0,0,25
1.76,0,0,0.0195713,0,0,0,4,0,0,25
1.77,0,0,0.0197975,0,0,0,4,0,0,25
1.78,0,0,0.0200251,0,0,0,4,0,0,25
1.79,0,0,0.0202539,0,0,0,4,0,0,25
1.8,0,0,0.0204841,0,0,0,4,0,0,25
1.81,0,0,0.0207155,0,0,0,4,0,0,25
1.82,0,0,0.0209483,0,0,0,4,0,0,25
1.83,0,0,0.0211823,0,0,0,4,0,0,25
1.84,0,0,0.0214177,0,0,0,4,0,0,25
1.85,0,0,0.0216543,0,0,0,4,0,0,25
1.86,0,0,0.0218923,0,0,0,4,0,0,25
1.87,0,0,0.0221315,0,0,0,4,0,0,25
1.88,0,0,0.0223721,0,0,0,4,0,0,25
1.89,0,0,0.0226139,0,0,0,4,0,0,25
1.9,0,0,0.0228571,0,0,0,4,0,0,25
1.91,0,0,0.0231015,0,0,0,4,0,0,25
1.92,0,0,0.0233473,0,0,0,4,0,0,25
1.93,0,0,0.0235943,0,0,0,4,0,0,25
1.94,0,0,0.0238427,0,0,0,4,0,0,25
1.95,0,0,0.0240923,0,0,0,4,0,0,25
1.96,0,0,0.0243433,0,0,0,4,0,0,25
1.97,0,0,0.0245956,0,0,0,4,0,0,25
1.98,0,0,0.0248491,0,0,0,4,0,0,25
1.99,0,0,0.025104,0,0,0,4,0,0,25
2,0,0,0.0253601,0,0,0,4,0,0,25
2.01,0,0,0.0256176,0,0,0,4,0,0,25
2.02,0,0,0.0258763,0,0,0,4,0,0,25
2.03,0,0,0.0261364,0,0,0,4,0,0,25
2.04,0,0,0.0263978,0,0,0,4,0,0,25
2.05,0,0,0.0266604,0,0,0,4,0,0,25
2.06,0,0,0.0269244,0,0,0,4,0,0,25
2.07,0,0,0.0271897,0,0,0,4,0,0,25
2.08,0,0,0.0274562,0,0,0,4,0,0,25
2.09,0,0,0.0277241,0,0,0,4,0,0,25
2.1,0,0,0.0279932,0,0,0,4,0,0,25
2.11,0,0,0.0282637,0,0,0,4,0,0,25
2.12,0,0,0.0285355,0,0,0,4,0,0,25
2.13,0,0,0.0288085,0,0,0,4,0,0,25
2.14,0,0,0.0290829,0,0,0,4,0,0,25
2.15,0,0,0.0293586,0,0,0,4,0,0,25
2.16,0,0,0.0296355,0,0,0,4,0,0,25
2.17,0,0,0.0299138,0,0,0,4,0,0,25
2.18,0,0,0.0301934,0,0,0,4,0,0,25
2.19,0,0,0.0304742,0,0,0,4,0,0,25
2.2,0,0,0.0307564,0,0,0,4,0,0,25
2.21,0,0,0.0310399,0,0,0,4,0,0,25
2.22,0,0,0.0313246,0,0,0,4,0,0,25
2.23,0,0,0.0316107,0,0,0,4,0,0,25
2.24,0,0,0.0318981,0,0,0,4,0,0,25
2.25,0,0,0.0321868,0,0,0,4,0,0,25
2.26,0,0,0.0324767,0,0,0,4,0,0,25
2.27,0,0,0.032768,0,0,0,4,0,0,25
2.28,0,0,0.0330606,0,0,0,4,0,0,25
2.29,0,0,0.0333544,0,0,0,4,0,0,25
2.3,0,0,0.0336496,0,0,0,4,0,0,25
2.31,0,0,0.0339461,0,0,0,4,0,0,25
2.32,0,0,0.0342439,0,0,0,4,0,0,25
2.33,0,0,0.0345429,0,0,0,4,0,0,25
2.34,0,0,0.0348433,0,0,0,4,0,0,25
2.35,0,0,0.035145,0,0,0,4,0,0,25
2.36,0,0,0.035448,0,0,0,4,0,0,25
2.37,0,0,0.0357522,0,0,0,4,0,0,25
2.38,0,0,0.0360578,0,0,0,4,0,0,25
2.39,0,0,0.0363647,0,0,0,4,0,0,25
2.4,0,0,0.0366729,0,0,0,4,0,0,25
2.41,0,0,0.0369823,0,0,0,4,0,0,25
2.42,0,0,0.0372931,0,0,0,4,0,0,25
2.43,0,0,0.0376052,0,0,0,4,0,0,25
2.44,0,0,0.0379186,0,0,0,4,0,0,25
2.45,0,0,0.0382333,0,0,0,4,0,0,25
2.46,0,0,0.0385492,0,0,0,4,0,0,25
2.47,0,0,0.0388665,0,0,0,4,0,0,25
2.48,0,0,0.0391851,0,0,0,4,0,0,25
2.49,0,0,0.039505,0,0,0,4,0,0,25
2.5,0,0,0.0398262,0,0,0,4,0,0,25
2.51,0,0,0.0401487,0,0,0,4,0,0,25
2.52,0,0,0.0404724,0,0,0,4,0,0,25
2.53,0,0,0.0407975,0,0,0,4,0,0,25
2.54,0,0,0.0411239,0,0,0,4,0,0,25
2.55,0,0,0.0414516,0,0,0,4,0,0,25
2.56,0,0,0.0417806,0,0,0,4,0,0,25
2.57,0,0,0.0421109,0,0,0,4,0,0,25
2.58,0,0,0.0424424,0,0,0,4,0,0,25
2.59,0,0,0.0427753,0,0,0,4,0,0,25
2.6,0,0,0.0431095,0,0,0,4,0,0,25
2.61,0,0,0.043445,0,0,0,4,0,0,25
2.62,0,0,0.0437818,0,0,0,4,0,0,25
2.63,0,0,0.0441199,0,0,0,4,0,0,25
2.64,0,0,0.0444593,0,0,0,4,0,0,25
2.65,0,0,0.0448,0,0,0,4,0,0,25
2.66,0,0,0.045142,0,0,0,4,0,0,25
2.67,0,0,0.0454852,0,0,0,4,0,0,25
2.68,0,0,0.0458298,0,0,0,4,0,0,25
2.69,0,0,0.0461757,0,0,0,4,0,0,25
2.7,0,0,0.0465229,0,0,0,4,0,0,25
2.71,0,0,0.0468714,0,0,0,4,0,0,25
2.72,0,0,0.0472212,0,0,0,4,0,0,25
2.73,0,0,0.0475723,0,0,0,4,0,0,25
2.74,0,0,0.0479247,0,0,0,4,0,0,25
2.75,0,0,0.0482784,0,0,0,4,0,0,25
2.76,0,0,0.0486334,0,0,0,4,0,0,25
2.77,0,0,0.0489897,0,0,0,4,0,0,25
2.78,0,0,0.0493473,0,0,0,4,0,0,25
2.79,0,0,0.0497062,0,0,0,4,0,0,25
2.8,0,0,0.0500664,0,0,0,4,0,0,25
2.81,0,0,0.0504279,0,0,0,4,0,0,25
2.82,0,0,0.0507907,0,0,0,4,0,0,25
2.83,0,0,0.0511548,0,0,0,4,0,0,25
2.84,0,0,0.0515202,0,0,0,4,0,0,25
2.85,0,0,0.0518869,0,0,0,4,0,0,25
2.86,0,0,0.0522549,0,0,0,4,0,0,25
2.87,0,0,0.0526242,0,0,0,4,0,0,25
2.88,0,0,0.0529948,0,0,0,4,0,0,25
2.89,0,0,0.0533667,0,0,0,4,0,0,25
2.9,0,0,0.0537399,0,0,0,4,0,0,25
2.91,0,0,0.0541144,0,0,0,4,0,0,25
2.92,0,0,0.0544902,0,0,0,4,0,0,25
2.93,0,0,0.0548673,0,0,0,4,0,0,25
2.94,0,0,0.0552457,0,0,0,4,0,0,25
2.95,0,0,0.0556254,0,0,0,4,0,0,25
2.96,0,0,0.0560064,0,0,0,4,0,0,25
2.97,0,0,0.0563887,0,0,0,4,0,0,25
2.98,0,0,0.0567723,0,0,0,4,0,0,25
2.99,0,0,0.0571572,0,0,0,4,0,0,25
3,0,0,0.0575434,0,0,0,4,0,0,25
3.01,0,0,0.0579309,0,0,0,4,0,0,25
3.02,0,0,0.0583197,0,0,0,4,0,0,25
3.03,0,0,0.0587098,0,0,0,4,0,0,25
3.04,0,0,0.0591012,0,0,0,4,0,0,25
3.05,0,0,0.059494,0,0,0,4,0,0,25
3.06,0,0,0.059888,0,0,0,4,0,0,25
3.07,0,0,0.0602833,0,0,0,4,0,0,25
3.08,0,0,0.0606799,0,0,0,4,0,0,25
3.09,0,0,0.0610778,0,0,0,4,0,0,25
3.1,0,0,0.061477,0,0,0,4,0,0,25
3.11,0,0,0.0618775,0,0,0,4,0,0,25
3.12,0,0,0.0622793,0,0,0,4,0,0,25
3.13,0,0,0.0626824,0,0,0,4,0,0,25
3.14,0,0,0.0630869,0,0,0,4,0,0,25
3.15,0,0,0.0634926,0,0,0,4,0,0,25
3.16,0,0,0.0638996,0,0,0,4,0,0,25
3.17,0,0,0.0643079,0,0,0,4,0,0,25
3.18,0,0,0.0647175,0,0,0,4,0,0,25
3.19,0,0,0.0651284,0,0,0,4,0,0,25
3.2,0,0,0.0655407,0,0,0,4,0,0,25
3.21,0,0,0.0659542,0,0,0,4,0,0,25
3.22,0,0,0.066369,0,0,0,4,0,0,25
3.23,0,0,0.0667851,0,0,0,4,0,0,25
3.24,0,0,0.0672025,0,0,0,4,0,0,25
3.25,0,0,0.0676212,0,0,0,4,0,0,25
3.26,0,0,0.0680413,0,0,0,4,0,0,25
3.27,0,0,0.0684626,0,0,0,4,0,0,25
3.28,0,0,0.0688852,0,0,0,4,0,0,25
3.29,0,0,0.0693091,0,0,0,4,0,0,25
3.3,0,0,0.0697343,0,0,0,4,0,0,25
3.31,0,0,0.0701609,0,0,0,4,0,0,25
3.32,0,0,0.0705887,0,0,0,4,0,0,25
3.33,0,0,0.0710178,0,0,0,4,0,0,25
3.34,0,0,0.0714482,0,0,0,4,0,0,25
3.35,0,0,0.07188,0,0,0,4,0,0,25
3.36,0,0,0.072313,0,0,0,4,0,0,25
3.37,0,0,0.0727473,0,0,0,4,0,0,25
3.38,0,0,0.0731829,0,0,0,4,0,0,25
3.39,0,0,0.0736199,0,0,0,4,0,0,25
3.4,0,0,0.0740581,0,0,0,4,0,0,25
3.41,0,0,0.0744976,0,0,0,4,0,0,25
3.42,0,0,0.0749384,0,0,0,4,0,0,25
3.43,0,0,0.0753806,0,0,0,4,0,0,25
3.44,0,0,0.075824,0,0,0,4,0,0,25
3.45,0,0,0.0762687,0,0,0,4,0,0,25
3.46,0,0,0.0767147,0,0,0,4,0,0,25
3.47,0,0,0.0771621,0,0,0,4,0,0,25
3.48,0,0,0.0776107,0,0,0,4,0,0,25
3.49,0,0,0.0780606,0,0,0,4,0,0,25
3.5,0,0,0.0785119,0,0,0,4,0,0,25
3.51,0,0,0.0789644,0,0,0,4,0,0,25
3.52,0,0,0.0794182,0,0,0,4,0,0,25
3.53,0,0,0.0798734,0,0,0,4,0,0,25
3.54,0,0,0.0803298,0,0,0,4,0,0,25
3.55,0,0,0.0807875,0,0,0,4,0,0,25
3.56,0,0,0.0812466,0,0,0,4,0,0,25
3.57,0,0,0.0817069,0,0,0,4,0,0,25
3.58,0,0,0.0821685,0,0,0,4,0,0,25
3.59,0,0,0.0826315,0,0,0,4,0,0,25
3.6,0,0,0.0830957,0,0,0,4,0,0,25
3.61,0,0,0.0835612,0,0,0,4,0,0,25
3.62,0,0,0.0840281,0,0,0,4,0,0,25
3.63,0,0,0.0844962,0,0,0,4,0,0,25
3.64,0,0,0.0849657,0,0,0,4,0,0,25
3.65,0,0,0.0854364,0,0,0,4,0,0,25
3.66,0,0,0.0859084,0,0,0,4,0,0,25
3.67,0,0,0.0863818,0,0,0,4,0,0,25
3.68,0,0,0.0868564,0,0,0,4,0,0,25
3.69,0,0,0.0873323,0,0,0,4,0,0,25
3.7,0,0,0.0878096,0,0,0,4,0,0,25
3.71,0,0,0.0882881,0,0,0,4,0,0,25
3.72,0,0,0.088768,0,0,0,4,0,0,25
3.73,0,0,0.0892491,0,0,0,4,0,0,25
3.74,0,0,0.0897316,0,0,0,4,0,0,25
3.75,0,0,0.0902153,0,0,0,4,0,0,25
3.76,0,0,0.0907003,0,0,0,4,0,0,25
3.77,0,0,0.0911867,0,0,0,4,0,0,25
3.78,0,0,0.0916743,0,0,0,4,0,0,25
3.79,0,0,0.0921633,0,0,0,4,0,0,25
3.8,0,0,0.0926535,0,0,0,4,0,0,25
3.81,0,0,0.0931451,0,0,0,4,0,0,25
3.82,0,0,0.0936379,0,0,0,4,0,0,25
3.83,0,0,0.0941321,0,0,0,4,0,0,25
3.84,0,0,0.0946275,0,0,0,4,0,0,25
3.85,0,0,0.0951243,0,0,0,4,0,0,25
3.86,0,0,0.0956223,0,0,0,4,0,0,25
3.87,0,0,0.0961216,0,0,0,4,0,0,25
3.88,0,0,0.0966223,0,0,0,4,0,0,25
3.89,0,0,0.0971242,0,0,0,4,0,0,25
3.9,0,0,0.0976275,0,0,0,4,0,0,25
3.91,0,0,0.098132,0,0,0,4,0,0,25
3.92,0,0,0.0986379,0,0,0,4,0,0,25
3.93,0,0,0.0991451,0,0,0,4,0,0,25
3.94,0,0,0.0996535,0,0,0,4,0,0,25
3.95,0,0,0.100163,0,0,0,4,0,0,25
3.96,0,0,0.100674,0,0,0,4,0,0,25
3.97,0,0,0.101187,0,0,0,4,0,0,25
3.98,0,0,0.1017,0,0,0,4,0,0,25
3.99,0,0,0.102215,0,0,0,4,0,0,25
4,0,0,0.102732,0,0,0,4,0,0,25
4.01,0,0,0.103249,0,0,0,4,0,0,25
4.02,0,0,0.103768,0,0,0,4,0,0,25
4.03,0,0,0.104288,0,0,0,4,0,0,25
4.04,0,0,0.10481,0,0,0,4,0,0,25
4.05,0,0,0.105332,0,0,0,4,0,0,25
4.06,0,0,0.105856,0,0,0,4,0,0,25
4.07,0,0,0.106382,0,0,0,4,0,0,25
4.08,0,0,0.106908,0,0,0,4,0,0,25
4.09,0,0,0.107436,0,0,0,4,0,0,25
4.1,0,0,0.107966,0,0,0,4,0,0,25
4.11,0,0,0.108496,0,0,0,4,0,0,25
4.12,0,0,0.109028,0,0,0,4,0,0,25
4.13,0,0,0.109561,0,0,0,4,0,0,25
4.14,0,0,0.110096,0,0,0,4,0,0,25
4.15,0,0,0.110631,0,0,0,4,0,0,25
4.16,0,0,0.111168,0,0,0,4,0,0,25
4.17,0,0,0.111707,0,0,0,4,0,0,25
4.18,0,0,0.112246,0,0,0,4,0,0,25
4.19,0,0,0.112787,0,0,0,4,0,0,25
4.2,0,0,0.11333,0,0,0,4,0,0,25
4.21,0,0,0.113873,0,0,0,4,0,0,25
4.22,0,0,0.114418,0,0,0,4,0,0,25
4.23,0,0,0.114964,0,0,0,4,0,0,25
4.24,0,0,0.115512,0,0,0,4,0,0,25
4.25,0,0,0.116061,0,0,0,4,0,0,25
4.26,0,0,0.116611,0,0,0,4,0,0,25
4.27,0,0,0.117162,0,0,0,4,0,0,25
4.28,0,0,0.117715,0,0,0,4,0,0,25
4.29,0,0,0.118269,0,0,0,4,0,0,25
4.3,0,0,0.118824,0,0,0,4,0,0,25
4.31,0,0,0.11938,0,0,0,4,0,0,25
4.32,0,0,0.119938,0,0,0,4,0,0,25
4.33,0,0,0.120498,0,0,0,4,0,0,25
4.34,0,0,0.121058,0,0,0,4,0,0,25
4.35,0,0,0.12162,0,0,0,4,0,0,25
4.36,0,0,0.122183,0,0,0,4,0,0,25
4.37,0,0,0.122747,0,0,0,4,0,0,25
4.38,0,0,0.123313,0,0,0,4,0,0,25
4.39,0,0,0.12388,0,0,0,4,0,0,25
4.4,0,0,0.124448,0,0,0,4,0,0,25
4.41,0,0,0.125018,0,0,0,4,0,0,25
4.42,0,0,0.125589,0,0,0,4,0,0,25
4.43,0,0,0.126161,0,0,0,4,0,0,25
4.44,0,0,0.126734,0,0,0,4,0,0,25
4.45,0,0,0.127309,0,0,0,4,0,0,25
4.46,0,0,0.127885,0,0,0,4,0,0,25
4.47,0,0,0.128462,0,0,0,4,0,0,25
4.48,0,0,0.129041,0,0,0,4,0,0,25
4.49,0,0,0.129621,0,0,0,4,0,0,25
4.5,0,0,0.130202,0,0,0,4,0,0,25
4.51,0,0,0.130785,0,0,0,4,0,0,25
4.52,0,0,0.131369,0,0,0,4,0,0,25
4.53,0,0,0.131954,0,0,0,4,0,0,25
4.54,0,0,0.132541,0,0,0,4,0,0,25
4.55,0,0,0.133128,0,0,0,4,0,0,25
4.56,0,0,0.133717,0,0,0,4,0,0,25
4.57,0,0,0.134308,0,0,0,4,0,0,25
4.58,0,0,0.134899,0,0,0,4,0,0,25
4.59,0,0,0.135492,0,0,0,4,0,0,25
4.6,0,0,0.136087,0,0,0,4,0,0,25
4.61,0,0,0.136682,0,0,0,4,0,0,25
4.62,0,0,0.137279,0,0,0,4,0,0,25
4.63,0,0,0.137877,0,0,0,4,0,0,25
4.64,0,0,0.138477,0,0,0,4,0,0,25
4.65,0,0,0.139078,0,0,0,4,0,0,25
4.66,0,0,0.13968,0,0,0,4,0,0,25
4.67,0,0,0.140283,0,0,0,4,0,0,25
4.68,0,0,0.140888,0,0,0,4,0,0,25
4.69,0,0,0.141494,0,0,0,4,0,0,25
4.7,0,0,0.142101,0,0,0,4,0,0,25
4.71,0,0,0.14271,0,0,0,4,0,0,25
4.72,0,0,0.14332,0,0,0,4,0,0,25
4.73,0,0,0.143931,0,0,0,4,0,0,25
4.74,0,0,0.144543,0,0,0,4,0,0,25
4.75,0,0,0.145157,0,0,0,4,0,0,25
4.76,0,0,0.145772,0,0,0,4,0,0,25
4.77,0,0,0.146389,0,0,0,4,0,0,25
4.78,0,0,0.147006,0,0,0,4,0,0,25
4.79,0,0,0.147625,0,0,0,4,0,0,25
4.8,0,0,0.148245,0,0,0,4,0,0,25
4.81,0,0,0.148867,0,0,0,4,0,0,25
4.82,0,0,0.14949,0,0,0,4,0,0,25
4.83,0,0,0.150114,0,0,0,4,0,0,25
4.84,0,0,0.15074,0,0,0,4,0,0,25
4.85,0,0,0.151366,0,0,0,4,0,0,25
4.86,0,0,0.151995,0,0,0,4,0,0,25
4.87,0,0,0.152624,0,0,0,4,0,0,25
4.88,0,0,0.153255,0,0,0,4,0,0,25
4.89,0,0,0.153887,0,0,0,4,0,0,25
4.9,0,0,0.15452,0,0,0,4,0,0,25
4.91,0,0,0.155155,0,0,0,4,0,0,25
4.92,0,0,0.15579,0,0,0,4,0,0,25
4.93,0,0,0.156428,0,0,0,4,0,0,25
4.94,0,0,0.157066,0,0,0,4,0,0,25
4.95,0,0,0.157706,0,0,0,4,0,0,25
4.96,0,0,0.158347,0,0,0,4,0,0,25
4.97,0,0,0.158989,0,0,0,4,0,0,25
4.98,0,0,0.159633,0,0,0,4,0,0,25
4.99,0,0,0.160278,0,0,0,4,0,0,25
5,0,0,0.160924,0,0,0,4,0,0,25
5.01,0,0,0.161572,0,0,0,4,0,0,25
